标题,发布日期,作者,是否原创,所属合集,摘要,原文链接
【5.21英语角】探索·刻板印象丨活动,2015-05-20 17:08,--,,,5月21日    英语角探索·刻板印象在生活中，我们时不时地能听到“刻板印象”这个词，你遇到过什么样的刻板印,https://mp.weixin.qq.com/s/6Z0LLCgs1H25UbPRtycA9A
5月23日【伙影同人】：暗之光丨活动,2015-05-20 17:08,--,,,2015年5月23日第286期『伙影同人』《暗之光》电影资讯：http://movie.mtime.com/,https://mp.weixin.qq.com/s/I0uKwKy6BMiHu-WVeUijuA
中心电台即将上线，5.20. 说出你的爱丨电台,2015-05-20 17:08,--,,,这是一个神奇的地方有人喜欢热牛奶，有人喜欢冰牛奶。当冰块加入牛奶，是不是就温暖起来了？ 这是一个吐槽的地方我,https://mp.weixin.qq.com/s/_Ji93OE4yW4wlW4c8LJZYw
美女插画师分享会丨活动,2015-05-19 22:56,--,,,014年，她在这里，作为一个纹身师，讲述了关于“图腾”的一些故事。2015年，她回来了，带上了她从内心不可及,https://mp.weixin.qq.com/s/Ic7BKU70Rg3d0v8YAFNJGA
权V一分钟丨科普,2015-05-19 22:56,龙龙,,,Hi，来一次权V检测吧好基友们，好基友们。最近有木有时间来一次“基情四射”的权V检测呢？北京同志中心决定为大,https://mp.weixin.qq.com/s/Pet5nh4DJ1-gg0GVDTQEJA
北京同志中心2015年度互助成长团体第二季丨招募,2015-05-19 22:56,--,,,【招募】北京同志中心2015年度互助成长团体第二季与你相遇，互助同行你在生活中习惯于怎样和他人相处——偏爱沉,https://mp.weixin.qq.com/s/BA4e1lLqa3U--LSuVkVrNQ
回顾上周同志资讯，展现当今同运发展丨同运星期,2015-05-19 22:56,小千,,,北京同志中心独家稿件，转载请注明来源本刊编辑：小千【同运星期】回顾上周同志资讯，展现当今同运发展2015年5,https://mp.weixin.qq.com/s/rk_toMHqluFt-BUaiuqIWA
活动丨英语角：探索·刻板印象,2015-05-18 23:46,--,,,5月21日    英语角探索·刻板印象在生活中，我们时不时地能听到“刻板印象”这个词，你遇到过什么样的刻板印,https://mp.weixin.qq.com/s/jhS3UDXLQKdpHxBv2qczaw
活动丨美女插画师分享会,2015-05-18 23:46,--,,,2014年，她在这里，作为一个纹身师，讲述了关于“图腾”的一些故事。2015年，她回来了，带上了她从内心不可,https://mp.weixin.qq.com/s/2Inn23D00PmG5OODDgnEjQ
电影 | 二十五年，同性恋去病理化之路,2015-05-17 21:04,--,,,“他们说，你肯定有病，否则你怎么可以喜欢同性呢？于是他们将你投入医院他们捆绑你，电击你，催眠你盼望你能够“好,https://mp.weixin.qq.com/s/I0w1Zw0HGgcyjwmKEijv8Q
回顾 | 北京同志中心在推进同性恋去病理化进程中的努力,2015-05-17 21:04,--,,,2001年，中国精神障碍诊断标准第三版（CCMD-3）推出，其中将同性恋从精神障碍中去除，但是仍保留了部分针,https://mp.weixin.qq.com/s/MlNy7nKVmMUE_Xi9BFAyeQ
专题 | 爱的少数派·解读世界不再恐同日,2015-05-17 21:04,--,,,5月17日世界不再恐同日世界不再恐同日（International Day Against Homophob,https://mp.weixin.qq.com/s/62sGbEtJ6A3_-3q0I8KW5A
讲座丨同志与身体健康系列讲座,2015-05-16 18:44,--,,,同志与身体健康——“我与HPV及HIV关系”讲座【导语】尖锐湿疣一直让同志觉得麻烦的疾病，但最近数年，不断看,https://mp.weixin.qq.com/s/JpffYGIXbfzpfKz5KH8zzA
活动丨5月17日桌游，一起嗨！,2015-05-16 18:44,--,,,活动地点：北京同志中心（北京市朝阳区西坝河南路甲1号新天第B座B2606）活动时间：2015/4/26（周日,https://mp.weixin.qq.com/s/He2GZgQOKspVB5559VeQpA
资讯丨荷兰使馆西部同志肖像展,2015-05-16 18:44,--,,,即将到来的5月17日是“国际不再恐同日”，《GaySpot乐点》杂志于5月15日下午在荷兰驻华使馆举办了“F,https://mp.weixin.qq.com/s/OFMxo1AkvOmHWAWGAA6Xwg
资讯丨UNDP和UNESCO昨日共同庆祝“国际不再恐同日”,2015-05-16 18:44,--,,,2015年5月15日，北京同志中心项目主管John和调研项目协调人杨世昌受邀出席了UNDP和UNESCO携手,https://mp.weixin.qq.com/s/8iFbuVHh7gGj9OHCM7_grA
宣传丨5.17，别再害怕自己,2015-05-15 12:19,--,,,心理部门 丨         心理援助计划“5月17日，是世界不再恐同日。世界都愿意用一整天来对你微笑，那么,https://mp.weixin.qq.com/s/DJf8--X2jXijvSdje2aO1A
沙龙丨如何追到心中的男神女神,2015-05-15 12:19,--,,,女神有三宝：“呵呵，睡觉，去洗澡。”男神有三宝：“鲜肉，跑车，和名表。”感慨男神女神太高冷？世界上哪有高冷的,https://mp.weixin.qq.com/s/QHYmcgU__RPovKFqXjnyDw
活动 丨『伙影同人』仙尼亚,2015-05-15 12:19,--,,,2015年5月16日第285期『伙影同人』——《仙尼亚》相关影评：http://movie.mtime.co,https://mp.weixin.qq.com/s/cHhQ5PUsCUrxyXCHYeNx4g
译周译文丨“一被子”的一晚让我们成了朋友而不是情人,2015-05-15 12:19,--,,,原作者：NEAL BROVERMAN翻译：Xeon编辑：小川原文链接：http://www.advocate,https://mp.weixin.qq.com/s/sDSsSqYseSALthhZSDHcdg
活动丨5月17日桌游，一起嗨！,2015-05-14 17:48,--,,,活动地点：北京同志中心（北京市朝阳区西坝河南路甲1号新天第B座B2606）活动时间：2015/4/26（周日,https://mp.weixin.qq.com/s/0PVpJ2G-luKBIQ2vy4UT_Q
讲座丨BOOM！我与HPV、HIV,2015-05-14 17:48,--,,,同志与身体健康——“我与HPV及HIV关系”讲座【导语】尖锐湿疣一直让同志觉得麻烦的疾病，但最近数年，不断看,https://mp.weixin.qq.com/s/Xoym1vw-a5C_ttToJg-PTg
彩虹人物志丨地球上只有一个金星,2015-05-14 17:48,--,,,金星是太阳系八大行星中最亮的一颗，夜空中亮度仅次于月球，按离太阳由近及远的次序，是第二颗。它是离地球最近的行,https://mp.weixin.qq.com/s/lCA-bme6kY3rpVjIq0OVOw
通知丨对12日推送的一些更正,2015-05-13 15:06,--,,,由于小编的疏忽，2015年5月12日微信平台推送的《采访丨大跃啤酒：Lucia Wang》标题出现了一些错误,https://mp.weixin.qq.com/s/fSJuyAJhzlJBbTeOIrQLIw
采访丨大跃啤酒：Carl Setzer,2015-05-13 15:06,--,,,（图为大跃啤酒老板Carl Setzer）大跃啤酒如何与北京同志中心结缘？2011年早些时候我们开始了合作。,https://mp.weixin.qq.com/s/w_M-amoT00lqVlonCLCD8g
沙龙丨如何追到心中的男神女神,2015-05-13 15:06,--,,,那是我日夜思念深深爱着的人呐到底我该如何表达TA会接受我吗嘿，这个问题，你问过多少次？得不到的永远在骚动被偏,https://mp.weixin.qq.com/s/90cWPjDUy6dPVrthHKls1g
投票丨同志友善酒吧需要你支持,2015-05-12 23:50,--,,,北京客(the Beijinger) 2015 年度 Bar and Club 奖项的投票正在进行中。去年在,https://mp.weixin.qq.com/s/f0oNuTmeyYp07KDsKOcMZQ
采访丨大跃啤酒：Lucia Wang,2015-05-12 23:50,--,,,1.How did Great Leap Brewing and the Beijing LGBT Cent,https://mp.weixin.qq.com/s/BVTfBOWa6BEh9ysW9UgC_g
沙龙丨如何追到男神女神？,2015-05-12 23:50,--,,,哦买嘎登！他/她（或者不男不女的“它”）出现了！Ta的笑颜，温婉动人；ta的胸脯，宽厚温暖；ta的腰肢，性感,https://mp.weixin.qq.com/s/7_xDnIMGNPlWiMYYST4ltQ
活动 丨 5月16日『伙影同人』：《仙尼亚》,2015-05-12 23:50,--,,,2015年5月16日第285期『伙影同人』——《仙尼亚》相关影评：http://movie.mtime.co,https://mp.weixin.qq.com/s/N_J7X30v2zR6jEz6MsUf6w
为什么同性恋被称为同志？Gay、基佬这些词是怎么来的？|冷知识,2015-05-11 23:29,--,,,你知道吗？华人圈子里流行的同性恋称呼——同志，其实是由香港著名文化界人士林奕华在1989年第一次使用的，而后,https://mp.weixin.qq.com/s/DOXw_c2sYvAFdNpqpWGf2A
爱尔兰同性婚姻全民公投，卢森堡基友首相结婚|同运星期,2015-05-11 23:29,--,,,同运星期北京同志中心独家稿件，转载请注明来源本刊编辑：小千2015年5月4日——5月10日资讯导航：·爱尔兰,https://mp.weixin.qq.com/s/JQfioYLpRsyVqJJQ9VbLFA
一个#Transgender#的成长日记# 《幼儿篇》Chapter 1.1,2015-05-10 19:07,清浅Der,,,（编辑/墨胡）  ,https://mp.weixin.qq.com/s/3aR5ASl5GH8AW_fzgcuoAg
炮轰心理学,2015-05-09 21:26,--,,,【心理学与你所见不同】几乎所有人都知道心理学，但你真的知道心理学是什么样的吗？。2015年5月起，北京同志中心带你打开新世界，炮轰心理学。,https://mp.weixin.qq.com/s/675st625xRSU8WG3b_QtUQ
北京同志中心新媒体宣讲会,2015-05-08 15:29,--,,,5月10日新媒体宣讲会欢迎报名 文案编辑、媒体平台运营、宣传策略制定……有关新媒体，你对什么感兴趣？2015,https://mp.weixin.qq.com/s/0sZk43H6K8OcgyxpbR9K9A
【5月10日桌游角】慵懒下午，桌游情怀,2015-05-08 15:29,--,,,阳光、炎热、汗水，总有某个夏季，三五好友与你，在喧闹中度过欢乐一天。时光荏苒，青春真的不在了么？回忆可还清晰,https://mp.weixin.qq.com/s/8MLHDk3vSYs4d8Dc6Lg7Wg
一辰一生——“人际互助团体”体验沙龙,2015-05-08 15:29,--,,,一辰一生  —— “人际互助团体”体验沙龙 “从前车马很远，书信很慢，一生只够爱一个人。而今时间快了，人心也,https://mp.weixin.qq.com/s/UUCZP4mJ1-fqB87LjXFMNg
致心理咨询来访者的一封信,2015-05-07 22:43,--,,,  近来有些朋友反映，自从报名之后过去一段时间之后，自己都还没有排到心理咨询，很担心自己是不是无人回应和理睬,https://mp.weixin.qq.com/s/vKszqmXEeP0QlfiVjc_K5w
【05.10桌游日】慵懒午后，桌游情怀,2015-05-07 22:43,--,,,阳光、炎热、汗水，总有某个夏季，三五好友与你，在喧闹中度过欢乐一天。时光荏苒，青春真的不在了么？回忆可还清晰,https://mp.weixin.qq.com/s/L8eAcfdA6gAIeiqK_9tqKg
【英语角】5月7日特辑：尘嚣看不见，你沉醉了没？,2015-05-06 23:56,--,,,有句话说：“生命必须有裂缝，阳光才能照进来。”可万一裂缝是有了，阳光却没了呢？这次英语角，一起来聊聊关于寻找阳光的故事。让尘嚣看不见，同志也骄傲。,https://mp.weixin.qq.com/s/TuRYdNY7UF8hJcGBhz5RoQ
立夏将近，我想温暖你,2015-05-05 22:59,--,,,春天都要走了，夏天就要来了，但世界与我，似乎仍隔着一层冰。5月立夏，让我温暖你。北京同志中心心理部门心理援助,https://mp.weixin.qq.com/s/A8YxKgDdlLBPWynt81QbSA
【漫画】跨性别那些事儿by清浅Der,2015-05-05 22:59,--,,,（编辑/黄伟）,https://mp.weixin.qq.com/s/p_rIy16-LIKIeofgqWmlsg
#五四青年节快乐# 摇滚不死，躁起来的周一,2015-05-04 18:26,--,,,还在假期综合症里哈欠连天？周一让你提不起精神？摇滚不死，躁起你的激情！#五四青年节快乐！#  封面是一个澳大,https://mp.weixin.qq.com/s/dO1fANlIAWs9yjEW-AEL_w
同运星期  0427—0503,2015-05-04 18:26,--,,,北京同志中心独家稿件，转载请注明来源本刊编辑：小千【同运星期】回顾上周同志资讯，展现当今同运发展2015年4,https://mp.weixin.qq.com/s/hQFjS4a5JkyVAWufK9vLkg
一辰一生——“人际互助团体”体验沙龙,2015-05-04 18:26,--,,,一辰一生  —— “人际互助团体”体验沙龙“从前车马很远，书信很慢，一生只够爱一个人。而今时间快了，人心也匆,https://mp.weixin.qq.com/s/HuSxmR3lGys0xzUq6ywT9Q
【英语角】5月7日特辑：尘嚣看不见，你沉醉了没？,2015-05-03 22:26,--,,,有句话说：“生命必须有裂缝，阳光才能照进来。”可万一裂缝是有了，阳光却没了呢？这次英语角，一起来聊聊关于寻找阳光的故事。让尘嚣看不见，同志也骄傲。,https://mp.weixin.qq.com/s/c88ZU7XI8PSSpj4-4Y_qiA
五二同志节，让自己轻松一点。,2015-05-02 23:43,--,,,"还在以为今天是劳动节继续？！NO，今天是“五二同志节”！
你过错节了吗？#五二同志节快乐#",https://mp.weixin.qq.com/s/v_Ns3O9DLm4z6R_ChwywMw
广东教育厅务实回应举报，暖男“大白”陪学子上门点赞,2015-05-01 18:59,陈秋颜,,,  暖男？提到这个，大家都会立马想到电影《超能陆战队》中那个白白胖胖，萌萌呆呆，总在别人最需要的时候不离不弃,https://mp.weixin.qq.com/s/N4Dzb_CzcyMonD9XNa4WFg
《跨性别成长日记：是时候做决定了》,2015-05-01 18:59,清浅Der,,,我出生时是一个男生，但是我觉得，我应该是一个女生。于是，便有了这些和普通人不一样的感受，去做了不一样的事情。,https://mp.weixin.qq.com/s/DHhsEyk15j3GGUAo8pti4w
看我诚挚的眼神，五一假期不带上我，真的好吗？,2015-05-01 18:59,--,,,Ծ‸Ծ 看我诚挚的眼神，五一假期不带上我，真的好吗？看我诚挚的眼神，五一假期不带上我，真的好吗？看我诚挚的眼,https://mp.weixin.qq.com/s/gdeawAcgBPGyF6z5hihZGQ
放假通知,2015-04-30 20:39,--,,,5月1日——5月5日，北京同志中心五一劳动节放假5天，在放假期间，北京同志中心暂停接待来访者，敬请见谅！,https://mp.weixin.qq.com/s/wgj4tn6ZTRW4u6C5E7GYCg
[活动|桌游]4月26日，快来桌游吧！给你们不一样的桌游体验！,2015-04-30 20:39,--,,,活动地点：北京同志中心（北京市朝阳区西坝河南路甲1号新天第B座B2606） 活动时间：2015/4/26（周,https://mp.weixin.qq.com/s/pfUEyYCUhrPzu_LfmhNVmg
愿来世幸福，吴昕怡——也许我们不同，但那又怎样,2015-04-30 20:39,--,,,   To my friends史铁生说：“死是一件不必着急的事。”尽管深有感触，可是我觉得人生好长，看不到,https://mp.weixin.qq.com/s/jc5iT6AJ9o0NLvkaEpBLdA
为什么必须告诉你我们是基佬,2015-04-29 23:03,被叫做哲人的基佬,,,作者授权转载（编辑：墨胡）↑某哲学教授曾在上课时大谈古希腊人对基佬的看法，并且有理有据地从神话讲到柏拉图。当,https://mp.weixin.qq.com/s/5cr-cQQkYlTmnFYBMGwC5A
《我杀了我妈妈》：恨你，是我人生必经之事,2015-04-29 23:03,--,,,我知道在我们的社会里，恨妈妈是不被允许的，会遭到指责的。但我还知道，说这话的人，他们肯定也恨自己的妈妈。不管,https://mp.weixin.qq.com/s/D0Q4nKPmh_Dp_jDGjvhwEw
【同志在北京】我是直男，不过我不拒绝与同性恋爱,2015-04-28 21:47,--,,,“您好，方便问一下你的性取向么？”“我是直男。”“请问你怎么看待同性恋呢？”“他们与主流社会是相违背的，但是,https://mp.weixin.qq.com/s/4LKtKm_paF8BxK0q5shkTQ
我的医生将我诊断为“同性恋”,2015-04-28 21:47,--,,,我的医生将我诊断为“同性恋”作者：MATTHEW   MOORE    翻译：Xeon         原文,https://mp.weixin.qq.com/s/1I7cMrc9AyCr-Opb4NQmZg
2015，我想和你谈谈,2015-04-28 21:47,--,,,北京同志中心心理部门心理援助计划让我们帮助你！   如果思念会开成一朵花如果悲伤变成一条河流如果忧郁在胸膛跳,https://mp.weixin.qq.com/s/Ma3kDKvlgHMNkryYIQoWHA
你好！我是你的私人心理护理专家。我有些话想对你说。,2015-04-27 20:15,--,,,你好！我是你的私人心理护理专家。我有些话想对你说——【心理部门致中心来访者的一封信】致各位寻求心理咨询帮助的,https://mp.weixin.qq.com/s/UHyLmagV1vEdJbS0yWCIYg
【同运星期】2015年4月20日——4月26日,2015-04-27 20:15,--,,,北京同志中心独家稿件，转载请注明来源本刊编辑：小千 【同运星期】回顾上周同志资讯，展现当今同运发展2015年,https://mp.weixin.qq.com/s/MPTbTp4VX7jELsUJEmUBJQ
愿我们不怕相爱  —— 关于艾滋二三事,2015-04-27 20:15,--,,,愿我们不怕相爱关于艾滋的二三事关于艾滋HIV和艾滋病有什么关系，携带HIV病毒就是得艾滋病了吗？      ,https://mp.weixin.qq.com/s/vK_7XmfZJUO_d3SApNv-LQ
2015我想和你谈谈,2015-04-27 20:15,--,,,“2015年4月，你我有一个约定。如果你想我的时候正在下雨，我就会给你带来晴天。有的时候，你需要的只是迈出第,https://mp.weixin.qq.com/s/0AUmAkD3olMDRaVsKolt7w
[活动|桌游]4月26日，快来桌游吧！给你们不一样的桌游体验！,2015-04-24 12:55,--,,,活动地点北京同志中心（北京市朝阳区西坝河南路甲1号新天第B座B2606）活动时间2015/4/26（周日）1,https://mp.weixin.qq.com/s/xN24IS034Yk1fgQQmRVMHA
《围裙》：男？女？为什么？|LGBT CAFÉ,2015-04-24 12:55,--,,,《围裙》这首歌出自音乐剧《梁祝的继承者们》，整首歌由一连串的问题与回答构成：为什么他们可以在一起？为什么他们,https://mp.weixin.qq.com/s/gZfDWwijUrSSkVUQLti8kQ
【非弯勿扰之迷幻色彩】春天到了，基友们，躁动吧！,2015-04-24 12:55,--,,,柜门紧闭？害羞？顾虑重重？是什么阻挡了你的狂野？春天到了，万物生长，你苏醒了没？ 你是什么色彩的的性格？你想,https://mp.weixin.qq.com/s/L7GRaTW37kZCIoi4ZXi-mA
20世纪百佳同志小说书单 | 4.23世界读书日专题,2015-04-23 21:14,--,,,在所有人类的发明中，最令人惊叹的，无疑是书。其他发明只是人类躯体的拓展罢了。显微镜是视觉的拓展；电话是声音的拓展……可是书却是另一种东西：书籍是记忆和想象的拓展。 ——博尔赫斯,https://mp.weixin.qq.com/s/lvGoXXLQqFPWZ54gbdNabg
